cep,logradouro,bairro
05119000,Avenida do Anastácio,City América
04673050,Rua Aguaraíba,Vila Anhangüera
05729140,Rua Dom Salomão Ferraz,Vila Andrade
02675030,Rua Manuel Nogueira da Gama,Jardim Peri
06293040,Rua Sabiá,Ayrosa
05530070,Rua José Salier Peixoto,Instituto de Previdência
08062230,Rua Apoquitaua,Vila Siria
05841130,Rua Coronel Luís Schimidt,Vila das Belezas
04874000,Rua Shigeo Tsutsumi,Colônia (Zona Sul)
05529060,Rua Bonifácio Veronese,Jardim Jaqueline
03379120,Rua João Batista Afonseca,Chácara Belenzinho
04741020,Rua Professor Delgado de Carvalho,Jardim Santo Amaro
04167001,Rua Simão Lopes,Vila Moraes
04858040,Rua Constelação do Oitante,Jardim Campinas
05303030,Rua Camândulas,Vila Leopoldina
05520200,Avenida Professor Francisco Morato,Vila Sônia
03387003,Rua Guaraniaçu,Jardim Colorado
05002040,Rua Dona Ana Pimentel,Água Branca
02217070,Rua Júlia Roxo,Vila Sabrina
04434150,Rua Germano Gottsfritz,Jardim Uberaba
08071130,Rua Rafael Zimbardi,Jardim Nair
05335010,Rua Comendador Carmine Sérgio,Jaguaré
01311921,Avenida Paulista 1159,Bela Vista
04635000,Avenida Santa Catarina,Vila Alexandria
05223140,Rua Líber,Jardim Adelfiore
04671200,Rua José Soares Sebastião,Vila Sofia
03152160,Rua Montojo,Quinta da Paineira
02925140,Rua Jesuíno de Brito,Freguesia do Ó
04850000,Rua Olavo Conceição de Senne,Parque Cocaia
02422250,Rua Professor Custódio de Faria,Parque Mandaqui
04849523,Rua Alagoas,Cantinho do Céu
04243180,Rua Francisco Príncipe,Jardim Seckler
08390160,Rua Azevedo Falcão,Jardim Santo André
01220030,Rua Epitácio Pessoa,República
01043900,Rua Sete de Abril 59,Centro
04456210,Rua Coronel Ricioti Alegreti,Jardim Santa Cruz (Campo Grande)
03425000,Rua Doralisa,Vila Carrão
05440000,Rua Paulistânia,Sumarezinho
05678040,Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste)
04070040,Rua José Líbero,Planalto Paulista
04235490,Rua Capitão do Mato,Cidade Nova Heliópolis
08235120,Rua Mapati,Jardim São João (Zona Leste)
04193170,Rua Pedro Padovani,Parque Bristol
08032030,Rua Árvore da Judea,Parque Residencial D'Abril
08290640,Rua Boleeiro,Itaquera
03803040,Rua Salvador Fontoura,Parque Boturussu
05351035,Rua Doutor Hélio Fidélis,Cidade São Francisco
88802195,Rua Afonso Celso,Centro
04875030,Rua Tomekichi Inouye,Colônia (Zona Sul)
03893040,Avenida Dona Ida,Jardim Ponte Rasa
09910060,Rua José Zara,Centro
01551070,Rua Guaxinduva,Vila Monumento
02540080,Rua José Coelho Noronha,Imirim
03025050,Rua Itapiraçaba,Brás
02851000,Rua Itambé do Mato Dentro,Jardim Guarani
04128020,Rua Itapema,Vila Mariana
02407004,Travessa Limoeiro,Água Fria
04122002,Rua Santa Cruz,Vila Mariana
03804050,Rua Josias Pereira,Parque Boturussu
04802150,Rua Coronel Índio do Brasil,Interlagos
05857210,Rua Antônio Pereira de Sá,Jardim Aurélio
04226000,Avenida do Estado,Ipiranga
08050005,Rua Álamo,Vila Jacuí
01436020,Rua Cuba,Jardim América
05713520,Rua Marie Nader Calfat,Jardim Ampliação
05692010,Rua Heitor Portugal,Retiro Morumbi
04856525,Rua Barão da Cunha de Araripe,Jardim Sabiá II
04533001,Rua Tabapuã,Itaim Bibi
06766080,Rua Teodoro de Campos,Parque Marabá
03541010,Rua Novo Aripuanã,Vila Guilhermina
08461310,Rua Castanho Taques,Jardim São Paulo(Zona Leste)
04164000,Rua Romão Puiggari,Vila Moraes
03952100,Rua Porto das Armádias,Jardim Nove de Julho
02213040,Rua São Teófilo,Vila Medeiros
03201040,Rua Tujupi,Vila Bela
05683000,Rua Adalívia de Toledo,Paineiras do Morumbi
05864180,Rua Remo Sarti,Jardim Remo
02072006,Rua São Gregório,Carandiru
04040003,Rua Loefgren,Vila Clementino
08225510,Rua Monsueto Campos de Meneses,Conjunto Habitacional A E Carvalho
03908150,Rua Almirante Andrade,Jardim Novo Carrão
04664050,Rua Doutor Clóvis Garcia,Jardim Marajoara
03443030,Praça Padre Antônio de Araújo,Vila Nova Manchester
01038100,Rua Dom José de Barros,República
08021620,Rua Gustavo Borges Junior,Jardim São Vicente
02881000,Rua José Pedreschi,Vila Francos
03085003,Rua Elvas,Parque São Jorge
08246010,Rua Doutor Jairo Franco,Parada XV de Novembro
03385160,Rua Abilene,Parque Santo Antônio (Aricanduva)
02961190,Rua José Soares Brandão,Jardim Monjolo
05882366,Rua Esperança,Jardim São Bento Novo
04174140,Rua Doutor Argemiro Antônio Silveira,Jardim Vergueiro (Sacomã)
04775170,Rua Waldemar Gomes Lingoanoti,Jardim Marabá(Zona Sul)
02227001,Avenida Mendes da Rocha,Jardim Brasil (Zona Norte)
03179060,Rua Manuel Pereira Lobo,Água Rasa
03590010,Rua Padre José Vieira de Matos,Conjunto Habitacional Padre Manoel da Nóbrega
04195110,Rua Alexandre Rapin,Jardim Celeste
04726110,Rua Antônio Marques Esteves,Chácara Japonesa
03152130,Rua General Bagnuolo,Quinta da Paineira
04856383,Rua Pedro Diaz de Oviedo,Jardim Zilda
02277080,Rua Canindé-Açu,Vila Nilo
02945000,Avenida Menotti Laudisio,Jardim Cidade Pirituba
08110400,Rua Albardão,Jardim Aimoré
04571130,Rua Irmã Gabriela,Cidade Monções
03942100,Rua Itamarandiba,Jardim Itápolis
05455001,Avenida São Gualter,Vila Ida
04324160,Rua Luiz Carlos Fachini,Vila do Encontro
03718040,Rua Petimbuaba,Jardim São Francisco (Zona Leste)
02434030,Rua Doutor Rangel,Vila Guaca
04837030,Rua Pinheiro Chagas,Vila São José (Cidade Dutra)
03563060,Avenida Aldeia Manuel Antônio,Vila Nhocune
02275010,Rua Aquiles,Vila Germinal
02990200,Rua Maria da Cruz Cunha,Jardim Shangrilá (Zona Norte)
01453120,Praça Nicolau David,Itaim Bibi
03945060,Rua Doutor Mário Scaff,Jardim Tietê
03162150,Rua Timbó,Mooca
03880020,Rua Diogo Crespo,Vila Ponte Rasa
04520013,Rua Inhambú,Vila Uberabinha
02532020,Rua São Barnabé,Parque Peruche
02177000,Avenida Tenente Amaro Felicíssimo da Silveira,Parque Novo Mundo
04233310,Travessa Comandante Taylor,Cidade Nova Heliópolis
08160420,Rua Igaraçu,Vila Simone
01306020,Rua Araquã,Bela Vista
03276010,Rua Bucuituba,Vila Margarida
03919070,Rua Henoch Gawendo,Sapopemba
08050355,Via de Pedestre Sempre Alerta,Jardim das Camélias
03925090,Rua Sandro Altamura,Vila Portuguesa
04180100,Rua Coronel Alfredo Feijó,Jardim Maria Estela
03911170,Rua Padre José Carlos Correia Toledo,Vila Rica
02404050,Rua Canto do Junco,Santana
02968015,Praça Monsenhor Escrivá,Jardim São José (Zona Norte)
03158120,Rua Bernarda Paulista,Vila Celeste
05858002,Estrada de Itapecerica,Parque Fernanda
03273050,Avenida Luiz Ferreira da Silva,Vila Santa Clara
03985075,Rua José Gustavo Paiva,Jardim Ângela (Zona Leste)
08050000,Avenida Imperador,Jardim São Sebastião
06020012,Avenida dos Autonomistas,Vila Yara
04612010,Rua Renascença,Vila Congonhas
04280000,Rua do Lago,Vila Nair
05731360,Rua João Calixto,Vila Ernesto
04221000,Rua Amadis,Vila Independência
08210180,Rua Barros Cassal,Itaquera
02365014,Travessa Dom Carlos de Verdi,Jardim São João (Zona Norte)
05366030,Rua Maria Tereza Nascimento de Azevedo,Jardim Ester
04650020,Rua Manguaba,Jardim Umuarama
03367070,Rua Gaspar Viana,Vila Formosa
05409010,Rua Oscar Freire,Pinheiros
05596120,Rua Coronel Paulo Souza Barros,Jardim Pinheiros
04803070,Rua Coronel Naul de Azevedo,Jardim Cruzeiro
05736040,Rua Alexandre Bening,Jardim Ingá
08060280,Rua João Franco de Sousa,Vila Jacuí
01437020,Rua Alasca,Jardim América
05203180,Rua João Batista Fanton,Vila Fanton
05128030,Rua Coronel Albino Rego,Parque Maria Domitila
03713020,Rua Malacacheta,Jardim Jaú (Zona Leste)
08010480,Rua Tamarutaca,Cidade Nitro Operária
04821455,Avenida Irmã Dulce,Jardim dos Bichinhos
08230080,Rua Montanhas,Vila Santana
04743000,Rua Desembargador Bandeira de Mello,Santo Amaro
05362030,Rua José Maria de Oliveira Lima,Vila Universitária
04814620,Rua Bergson Gurjão Farias,Jardim Guanhembu
04401030,Rua Maurício Francisco da Silva,Jardim Nosso Lar
08255220,Rua Alípio Rebouças,Conjunto Residencial José Bonifácio
04416100,Rua Osvaldo Pereira,Vila Patrimonial
08270170,Rua Lagoa das Bananeiras,Vila Carmosina
01530030,Rua Baturité,Aclimação
03512020,Rua Benedito Passos,Vila Matilde
03702010,Rua Professor Antônio Peixoto,Jardim Jaú (Zona Leste)
03191040,Rua Areia Fina,Vila Canero
08020120,Rua Caetano Rodrigues Costa,Parque Sonia
03807120,Rua Raul Gomes,Vila Paranaguá
05413021,Rua Henrique Schaumann,Pinheiros
03271050,Rua Leandro Bispo de Oliveira,Jardim Regina
04285120,Rua Professor Vilalva Júnior,Vila Moinho Velho
01419001,Alameda Santos,Cerqueira César
03460170,Rua Alves Carneiro,Jardim Vila Formosa
05008000,Rua João Ramalho,Perdizes
01105010,Rua Dutra Rodrigues,Luz
08122360,Praça Damasco Coelho de Pinho,Parque Santa Amélia
05632020,Avenida Professor Gióia Martins,Jardim Monte Kemel
08381120,Rua Antônio Nunes,Jardim da Laranjeira (Zona Leste)
14400265,Rua Canadá,Jardim São Vicente
08220410,Rua Nova Petrópolis,Vila Campanela
03962090,Rua Pero Lopes Lobo,Cidade São Mateus
02301100,Rua Joaquim Norberto,Vila Paulicéia
01226030,Rua Barão de Tatuí,Vila Buarque
04428030,Rua Antônio Pedroso de Oliveira,Americanópolis
04963280,Rua Um,Chácara da Enseada
11495133,Rua Maria Rosa de Souza,Morrinhos
04677001,Rua Vito Bovino,Jardim da Campina
05305031,Rua Paulo Franco,Vila Leopoldina
03308020,Rua Coronel Luís Americano,Vila Azevedo
05863210,Avenida Nuno Marques Pereira,Jardim Imbé
08430430,Rua Aldeia dos Machacalis,Jardim Etelvina
02318430,Rua Orlando Pinto Saraiva,Jardim Jaçanã
04255020,Rua João Homem,São João Clímaco
04064060,Rua Maiacaré,Planalto Paulista
08050470,Rua Branquilho,Jardim das Camélias
02650030,Avenida Maria Antônia Martins,Jardim Peri
05601001,Avenida Lineu de Paula Machado,Jardim Everest
02161025,Praça Carlos Koseritz,Jardim Brasil (Zona Norte)
04075023,Avenida Açocê,Indianópolis
04338000,Rua Álvares Fagundes,Americanópolis
08285110,Rua Campinas do Sul,Cidade Líder
05874180,Rua das Três Marias,Parque Novo Santo Amaro
03276019,Travessa Milano,Vila Margarida
05038017,Travessa João Antônio Ferreira Filho,Água Branca
12070000,Avenida Brigadeiro José Vicente de Faria Lima,Jardim Maria Augusta
02272040,Rua Teófilo de Barros Filho,Jaçanã
04896450,Rua Araçá,Colônia (Zona Sul)
08110150,Rua Capitão Eugênio de Macedo,Vila Silva Teles
02753030,Rua Cosmo,Vila Maria Luisa
01122030,Rua Carmo Cintra,Bom Retiro
02723040,Rua Clemente Ferreira,Vila Siqueira (Zona Norte)
03267040,Rua Atalaia do Norte,Vila Nova Pauliceia
05885230,Rua Eurico Branco Ribeiro,Jardim Lilah
08245260,Rua Música Leve,Vila Progresso (Zona Leste)
03588000,Rua Ponche Verde,Cidade Líder
04862005,Rua Beija-flor Natal,Parque Santa Cecília (Grajaú)
04637020,Rua do Níquel,Jardim Petrópolis
04530090,Rua Romilda Margarita Gabriel,Itaim Bibi
03013000,Rua Casimiro de Abreu,Brás
02552020,Rua Padre Venâncio de Resende,Vila Bandeirantes
03648070,Praça Dom Camilo Cavalheiro,Vila Esperança
03162050,Rua João Caetano,Mooca
01550020,Rua Doutor José Maria Azevedo,Vila Monumento
05736080,Rua Carolina Rosati,Jardim São Roque
05567010,Avenida Professor João de Lorenzo,Jardim São Jorge (Raposo Tavares)
05360170,Rua Baltazar Rabelo,Vila Butantã
05463050,Rua Itapicura,Alto de Pinheiros
03821080,Rua Ribeira do Amparo,Vila Sílvia
01416000,Rua da Consolação,Cerqueira César
02765140,Rua Aldo Lacreta,Vila Hebe
02731000,Rua Bonifácio Cubas,Vila Albertina
03929180,Rua Lola Montes,Jardim Sapopemba
04077022,Avenida Moema,Moema
08223060,Avenida dos Agapantos,Cidade Antônio Estevão de Carvalho
04430410,Rua São Francisco de Paula,Parque Primavera
05713530,Caminho Morumbi,Jardim Ampliação
02257040,Rua Dom Meinolfo Voss,Vila Constança
02238100,Rua Alzira,Jardim Modelo
02551070,Rua Coronel Joaquim de Freitas,Sítio do Morro
02141050,Rua Batalha do Jataí,Vila Sabrina
04612020,Rua Barão de Goiânia,Vila Congonhas
08410210,Rua Iguatama,Vila Princesa Isabel
05036160,Rua Pablo Picasso,Água Branca
08461380,Rua Pedro de Seabra,Jardim São Paulo(Zona Leste)
03736200,Rua Mateus Lourenço de Carvalho,Vila Buenos Aires
03257000,Rua Ana Clara,Vila Mendes
05608010,Rua Sebastião Cabot,Jardim Guedala
03069070,Rua Doutor Corinto Baldoino Costa,Vila Zilda (Tatuapé)
02032040,Praça Lions Clube-Vila Guilherme,Vila Guilherme
04129000,Rua Dom Sebastião do Rego,Vila Gumercindo
04776002,Avenida do Rio Bonito,Socorro
08061000,Avenida Antônio Louzada Antunes,Jardim Pedro José Nunes
04637000,Rua Professor Henrique Neves Lefevre,Jardim Petrópolis
01323000,Rua Maestro Cardim,Liberdade
02031100,Avenida Cruzeiro do Sul,Canindé
03168060,Rua João Pires,Mooca
05181370,Rua Theófilo Azambuja,Jaraguá
01311915,Avenida Paulista 807,Bela Vista
03651020,Rua Vinte e Seis de Abril,Vila Esperança
04079011,Alameda dos Guaiases,Indianópolis
02995350,Rua Doutor Pedro Luís Napoleão Chernovicz,Parque Nações Unidas
05208060,Rua Dom Lino Deodato de Carvalho,Vila Perus
01031970,Praça do Correio,Centro
02989100,Rua João Batista Dias,Jardim Marilu
04401070,Rua Adília Mercado Madureira,Vila Marari
05765250,Rua João Dias de Vergara,Jardim Olinda
03557000,Avenida Professor Xavier de Lima,Jardim Hercilia
08260380,Rua Boré,Colônia (Zona Leste)
08225380,Avenida Ernesto Souza Cruz,Cidade Antônio Estevão de Carvalho
05833190,Rua Luca Marenzio,Jardim Vaz de Lima
03970040,Rua Doutor Galvão Guimarães,Jardim Santa Adélia
04760070,Rua Sete de Julho,Vila Socorro
02860070,Rua Caetano Merique,Vila Souza
05874120,Rua Padre Marcelino Duarte,Parque Novo Santo Amaro
05890090,Rua Ipuaçu,Jardim Amália
03052000,Rua Doutor Costa Valente,Brás
08081010,Avenida José Martins Lisboa,Vila Mara
08110130,Rua Canção dos Olhos,Vila Simone
05527150,Rua Mário Vaz,Jardim Celeste
02817050,Rua Fátima do Sul,Vila Siqueira (Zona Norte)
04445080,Rua Daniel Defoe,Vila Arriete
08245200,Rua Trussu,Vila Progresso (Zona Leste)
05204000,Avenida Doutor Sylvio de Campos,Vila Perus
03283170,Rua Serra da Saudade,Vila Ema
04566001,Rua Michigan,Cidade Monções
04717002,Rua Alexandre Dumas,Chácara Santo Antônio (Zona Sul)
03269160,Rua Manhufe,Vila Tolstoi
03193070,Rua Padre Leonel Franca,Vila Libanesa
05059100,Rua Piraí,Alto da Lapa
08420660,Rua Lincoln Junqueira,Jardim São Pedro
04550030,Praça Doutor Roger Patti,Vila Olímpia
05144080,Rua Brunei,Jardim Íris
04836110,Rua Venâncio Poletti,Jardim Floresta
01546040,Rua Laurindo Rabelo,Jardim da Glória
04533085,Avenida das Nações Unidas,Chácara Itaim
12090002,Rua São Caetano,Campos Elíseos
01102030,Rua General Carmona,Luz
03548060,Rua Liberale Carraro Júnior,Cidade Patriarca
02751030,Rua Engenheiro José de Azeredo Santos,Vila Carbone
02984010,Rua Charles Mion,Jardim Pirituba
08460160,Rua Cardoso de Abreu,Jardim São Paulo(Zona Leste)
08474310,Rua Berilo da Fonseca Neves,Jardim Pérola I
03694120,Rua Miguel Arcanjo de Oliveira,Parque das Paineiras
04939000,Rua João de Lima Bonfante,Jardim Ângela (Zona Sul)
03210000,Rua Costa Barros,Vila Alpina
08220220,Rua Jupará,Cidade Antônio Estevão de Carvalho
04740000,Rua Joaquim José Esteves,Santo Amaro
04385000,Parque do Nabuco,Jardim Itacolomi
01402002,Avenida Brigadeiro Luís Antônio,Jardim Paulista
02402000,Rua Voluntários da Pátria,Santana
03573040,Rua Adana,Jardim Arize
08160650,Rua Pedro Rosa de Abreu,Jardim Fluminense
05445020,Rua das Tabocas,Vila Madalena
08191350,Rua Catule,Jardim Santa Terezinha (Zona Leste)
03321009,Travessa São Clemente,Vila Gomes Cardim
02545060,Rua Graciano Altierio,Casa Verde Alta
04063006,Avenida Indianópolis,Indianópolis
08111770,Rua Domingos Tabatinga,Jardim das Oliveiras
04090004,Alameda dos Nhambiquaras,Indianópolis
03907040,Rua Jonas Ranter,Conjunto Habitacional Barreira Grande
04853020,Rua Rodrigo Triana,Jardim Noronha
03975140,Rua Francisco Barroso,Jardim Sapopemba
02262070,Rua Bom Progresso,Jardim Modelo
02212010,Rua Astrapéia,Vila Medeiros
08220430,Rua Manuel Ribas,Vila Campanela
04843310,Rua Inácio Ferreira Pinto,Jardim Itatiaia
02402003,Largo de Santana,Santana
03576090,Rua Uxi,Jardim Santa Maria
03552130,Rua Doutor Ivan Maia de Vasconcelos,Cidade Patriarca
46180000,,
03174150,Rua Aconito,Quarta Parada
05159200,Rua Belo Jardim,Jardim Mutinga
03346060,Rua Alinare,Vila Regente Feijó
08220620,Rua Alfredo Costa,Jardim Liderança
08460380,Rua Fernando Malo,Jardim Soares
02759040,Rua André Martins,Vila Acre
01107010,Rua Luís Pacheco,Luz
08430335,Rua José Vieira Guimarães,Jardim Centenário
03518010,Rua Visconde do Uruguai,Vila Euthalia
08225360,Rua Uacari,Cidade Antônio Estevão de Carvalho
04475210,Rua Tommaso Giordani,Vila Guacuri
03255010,Rua Alves José,Vila Elze
02546010,Avenida Otaviano Alves de Lima,Limão
02284000,Rodovia Fernão Dias,Parque Edu Chaves
08215263,Rua Augusto Carlos Bauman,Itaquera
18708550,Rua Lisboa,Jardim Europa III
05684060,Travessa Barão de Iguatemi,Real Parque
02613020,Rua dos Piquis,Vila Nova Cachoeirinha
03367000,Avenida Henrique Morize,Vila Formosa
02130090,Rua Domingos Castrale,Vila Maria Alta
05418030,Rua Benjamim Egas,Pinheiros
04742001,Rua Padre José de Anchieta,Santo Amaro
02119000,Rua Magarinos Torres,Vila Maria Baixa
02179000,Avenida Serafim Gonçalves Pereira,Parque Novo Mundo
05126070,Rua João Puglisi,Parque São Domingos
04284030,Rua Francisco Meirelles,Vila Moinho Velho
02179030,Rua Fundão,Parque Novo Mundo
08210745,Rua Forte de São Marcos,Vila Brasil
03261030,Rua Manuel Luís Ferraz,Jardim Teresa
04856260,Rua do Adolescente,Jardim Novo Horizonte
05084100,Praça Sadi Cabral,Alto da Lapa
03316010,Rua Isidro Tinoco,Tatuapé
03812250,Travessa Lírio-do-Mar,Vila Santa Inês
04240200,Praça Levinópolis,São João Clímaco
04849006,Travessa Jameleiro,Parque Residencial Cocaia
06856130,Rua Luar do Sertão,Jardim Valo Velho
03679040,Rua Sargento Iguatemi Azevedo,Vila São Francisco (Zona Leste)
02366260,Rua Porto Seguro,Jardim Vila Rica
04108001,Rua José do Patrocínio,Aclimação
03886010,Rua Leonel Ferreira,Jardim Cotinha
02273120,Rua José Buono,Jaçanã
04849010,Rua Ramon Schlemmer,Parque Residencial Cocaia
03683030,Rua Anajazeira,Vila União (Zona Leste)
04843090,Rua Leonardo Léo,Parque Brasil
02633020,Rua Edgar Sales,Jardim Peri
08390500,Rua São João,Jardim Santo André
05859230,Avenida Mateus de Albuquerque,Capão Redondo
02859030,Rua Joaquim Gonçalves Rocha,Jardim Brasília (Zona Norte)
05398040,Rua General Molina,Jardim D'Abril
04506000,Avenida Santo Amaro,Vila Nova Conceição
05877260,Rua Letícia,Jardim Guarujá
04880030,Rua Josefa Milani Cossa,Recanto Campo Belo
05782351,Rua Francisco da Cruz Mellão,Parque Munhoz
04211020,Rua Correia Salgado,Ipiranga
05434070,Praça Senador Lineu Prestes,Vila Madalena
01442000,Alameda Gabriel Monteiro da Silva,Jardim América
04323010,Rua Coronel Luís de Faria e Sousa,Vila do Encontro
08395270,Travessa Américo Hipólito,Conjunto Promorar Rio Claro
08120500,Rua Tristão Achaval,Jardim Camargo Novo
03363130,Praça João Ubiale Netto,Vila Formosa
05025010,Rua Raul Pompéia,Vila Pompéia
01329020,Rua dos Holandeses,Morro dos Ingleses
02650040,Rua Cláudio Augusto Barbieri,Jardim Peri
04688000,Rua Marcelino Zonta,Jardim Jua
04837175,Rua Melanésia,Jardim Icaraí
04840010,Rua Pina e Melo,Conjunto Habitacional Brigadeiro Faria Lima
04078001,Avenida Jamaris,Planalto Paulista
05374220,Rua Fausto Blasi,Jardim Ester Yolanda
05890200,Rua Sebastian de Arteaga,Jardim Amália
